ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,ReachedonTime_YN,
419,C,Flight,5,2,178,3,low,M,48,1517,1,0.644958846
420,F,Flight,4,2,134,2,low,F,43,1714,1,0.153781598
421,D,Flight,3,1,184,5,medium,F,58,2544,1,0.018809875
422,F,Flight,4,2,251,2,medium,M,24,2405,1,0.108191606
423,A,Flight,3,2,141,3,low,M,7,1933,1,0.191511488
424,B,Flight,4,4,229,2,medium,M,45,,1,0.400161481
425,C,Flight,4,1,203,4,low,M,34,3813,1,0.244832249
426,F,Flight,4,3,158,3,medium,F,57,,1,0.401705058
427,D,Flight,3,4,167,3,medium,M,52,1755,1,0.848490225
428,F,Flight,5,4,197,4,low,F,40,,1,0.36713273
429,A,Ship,2,2,140,3,low,F,19,,1,0.352380701
430,B,Ship,5,1,205,2,medium,M,27,3569,1,0.88757626
431,C,Ship,5,5,208,3,low,F,45,2018,1,0.603983585
432,F,Ship,4,2,96,3,low,M,22,1294,1,0.066591598
433,D,Ship,6,4,205,3,low,F,44,2064,1,0.959528465
434,F,Ship,4,2,215,3,medium,F,48,2953,1,0.627556845
435,A,Ship,4,1,216,3,low,F,43,2643,1,0.27340961
436,B,Ship,3,1,112,2,high,M,22,1846,1,0.846352585
437,C,Ship,5,4,222,3,low,F,20,3632,1,0.344063926
438,F,Ship,5,2,186,3,medium,F,15,2153,1,0.191519022
439,D,Ship,3,5,241,3,medium,M,48,2841,1,0.548487115
440,F,Ship,3,3,172,3,low,F,58,1269,1,0.82543937
441,A,Ship,3,5,251,2,high,M,23,2426,1,0.998615468
442,B,Ship,5,3,190,3,high,M,45,2628,1,0.854692219
443,C,Ship,4,3,186,2,medium,F,48,2805,1,0.773280137
444,F,Ship,4,4,207,2,medium,M,35,2596,1,0.007491117
445,D,Ship,3,3,135,3,low,F,19,1366,1,0.558078911
446,F,Ship,4,4,189,2,medium,F,18,2955,1,0.226791027
447,A,Ship,4,4,173,5,medium,F,51,,1,0.407081174
448,B,Ship,3,4,194,3,medium,M,3,2169,1,0.550506936
449,C,Ship,3,1,183,3,low,M,19,3018,1,0.226144847
450,F,Ship,4,3,140,2,low,F,22,1248,1,0.910134311
451,D,Ship,4,4,244,3,medium,F,55,2782,1,0.493216158
452,F,Ship,2,3,189,4,low,M,34,3355,1,0.806547532
453,A,Ship,3,2,157,2,medium,M,53,1390,1,0.688452054
454,B,Ship,4,1,275,10,medium,F,23,2726,1,0.887807013
455,C,Ship,4,5,133,3,low,F,53,1467,1,0.071538508
456,F,Ship,4,1,149,3,medium,M,54,1178,1,0.278331638
457,D,Ship,3,3,254,2,high,M,17,3153,1,0.341455238
458,F,Ship,3,4,145,8,low,F,15,1429,1,0.114012871
459,A,Ship,3,2,179,5,low,F,52,1991,1,0.070218449
460,B,Ship,5,2,168,3,low,M,26,1526,1,0.830231923
461,C,Ship,4,1,202,3,medium,F,18,,1,0.432169734
462,F,Ship,3,4,220,7,low,M,43,2620,1,0.936098605
463,D,Ship,3,4,244,8,low,M,1,2703,1,0.283678917
464,F,Ship,4,2,186,7,medium,F,40,3111,1,0.16669926
465,A,Ship,5,2,263,8,medium,M,24,3139,1,0.65964915
466,B,Ship,3,2,294,4,low,F,15,1318,1,0.279080526
467,C,Ship,3,5,226,2,medium,F,2,1043,1,0.315006736
468,F,Ship,4,4,173,5,medium,F,2,1175,1,0.675272761
469,D,Ship,3,5,194,3,medium,F,10,2277,1,0.569852289
470,F,Ship,3,5,183,3,low,F,2,3459,1,0.941740092
471,A,Ship,4,1,140,2,low,M,61,1770,1,0.965463394
472,B,Ship,4,3,244,3,medium,M,8,3318,1,0.198678581
473,C,Ship,2,2,189,4,low,M,9,3413,1,0.341497422
474,F,Ship,3,1,157,2,medium,F,39,1525,1,0.628109625
475,D,Ship,4,3,275,10,medium,M,10,2093,1,0.576827502
476,F,Ship,4,5,133,3,low,M,59,1092,1,0.041301617
477,A,Ship,4,2,149,3,medium,M,26,1863,1,0.799155591
478,B,Ship,3,4,254,2,high,F,41,3973,1,0.34945004
479,C,Ship,3,4,145,8,low,F,24,1594,1,0.992715517
480,F,Ship,3,5,179,5,low,M,56,1113,1,0.295854354
481,D,Ship,5,4,168,3,low,F,13,1317,1,0.746580087
482,F,Ship,4,5,202,3,medium,F,46,3181,1,0.738133411
483,A,Ship,3,3,220,7,low,M,25,2141,1,0.800897536
484,B,Ship,3,2,244,8,low,F,50,3562,1,0.000946457
485,C,Ship,4,3,186,7,medium,F,30,2062,1,0.995585498
486,F,Ship,5,5,263,8,medium,F,9,2236,1,0.775266515
487,D,Ship,3,1,294,4,low,F,25,1498,1,0.342273846
488,F,Ship,4,1,139,3,low,F,56,1811,1,0.012946125
489,A,Ship,7,5,192,3,low,M,46,1550,1,0.215064966
490,B,Ship,3,3,235,3,low,M,5,,1,0.442975932
491,C,Ship,2,1,176,3,low,F,15,1996,1,0.46367987
492,F,Ship,5,4,224,3,low,F,34,2627,1,0.911874818
493,D,Ship,3,4,128,3,medium,F,51,,1,0.377895981
494,F,Ship,5,4,226,5,low,M,47,2240,1,0.493484342
495,A,Ship,5,1,160,5,medium,F,16,1526,1,0.680139676
496,B,Ship,3,1,197,5,low,M,45,2224,1,0.023282513
497,C,Ship,4,2,216,3,low,F,12,2273,1,0.718296105
498,F,Ship,4,4,199,2,low,M,9,3075,1,0.565736495
499,D,Ship,5,5,271,2,low,M,27,3957,1,0.121557293
500,F,Ship,5,1,201,3,low,F,47,2657,1,0.072020794
501,A,Ship,3,4,212,2,low,M,33,2021,1,0.716014271
502,B,Ship,3,2,177,3,low,M,10,1641,1,0.020159313
503,C,Ship,3,4,191,4,medium,F,43,2903,1,0.472477906
504,F,Ship,3,2,174,3,low,M,30,1986,1,0.105036774
505,D,Ship,5,3,162,2,low,F,14,1045,1,0.466944655
506,F,Ship,3,1,219,2,low,F,39,,1,0.439905827
507,A,Ship,4,4,155,3,medium,F,35,1421,1,0.189763277
508,B,Ship,5,3,230,3,medium,F,3,2923,1,0.827910938
509,C,Ship,4,5,192,2,medium,F,36,2497,1,0.0292567
510,F,Ship,5,2,235,3,low,M,14,2984,1,0.666729953
511,D,Ship,3,2,200,3,low,M,46,3642,1,0.2797297
512,F,Ship,5,2,172,3,medium,M,65,1667,1,0.038544069
513,A,Ship,5,4,160,4,low,F,6,1603,1,0.23507154
514,B,Ship,5,3,250,5,low,M,12,2722,1,0.700315186
515,C,Ship,4,2,174,3,low,M,9,1682,1,0.509893712
516,F,Ship,3,2,204,3,high,F,54,3608,1,0.015377021
517,D,Ship,3,5,274,3,medium,F,51,3476,1,0.206469865
518,F,Ship,5,5,262,2,medium,F,62,3744,1,0.504956101
519,A,Ship,4,5,138,3,medium,M,23,1785,1,0.07804268
520,B,Ship,3,1,215,3,medium,F,2,3873,1,0.749654463
521,C,Ship,3,1,145,2,low,F,34,1773,1,0.546652205
522,F,Road,4,5,149,2,medium,M,56,1141,1,0.272203419
523,D,Road,6,5,212,2,medium,M,38,2359,1,0.756111965
524,F,Road,3,1,155,3,medium,F,47,1193,1,0.994289829
525,A,Road,5,2,154,3,low,M,40,1238,1,0.85762444
526,B,Road,3,3,249,3,medium,M,51,2173,1,0.958422816
527,C,Road,5,1,206,2,low,M,2,,1,0.4285724
528,F,Road,4,5,235,3,medium,F,22,2015,1,0.584483308
529,D,Road,5,5,261,3,medium,F,8,3257,1,0.298051841
530,F,Road,6,1,243,4,high,F,22,3537,1,0.68268421
531,A,Road,3,2,237,2,high,M,26,3103,1,0.240047263
532,B,Road,2,4,179,2,low,F,19,1900,1,0.259038329
533,C,Road,4,3,192,3,low,F,43,3498,1,0.505186509
534,F,Road,3,1,141,3,medium,F,39,1838,1,0.251637848
535,D,Road,3,2,245,3,low,F,61,2188,1,0.82371788
536,F,Road,4,4,177,4,medium,F,32,1774,1,0.738880075
537,A,Road,2,3,154,4,high,F,17,1897,1,0.587857706
538,B,Road,4,4,228,3,medium,F,12,3359,1,0.031094303
539,C,Road,3,3,207,6,high,F,24,,1,0.353352403
540,F,Road,4,4,266,4,medium,F,33,,1,0.449208326
541,D,Road,3,3,172,3,medium,F,42,1707,1,0.471303927
542,F,Road,4,3,142,3,low,F,35,1512,1,0.678390543
543,A,Road,4,5,218,3,low,F,40,3200,1,0.946657856
544,B,Flight,3,3,231,2,low,M,46,2962,1,0.49172079
545,C,Flight,4,2,180,3,low,F,47,1434,1,0.913947579
546,F,Flight,3,1,168,3,low,M,46,1886,1,0.118817651
547,D,Flight,5,5,147,4,high,F,42,1642,1,0.884894489
548,F,Flight,5,4,245,5,low,M,6,3592,1,0.210545179
549,A,Flight,2,4,182,3,medium,M,47,3792,1,0.897324913
550,B,Flight,3,4,176,3,medium,F,8,1567,1,0.740606376
551,C,Flight,5,3,197,4,medium,F,51,,1,0.356812492
552,F,Flight,3,5,233,3,medium,M,52,3519,1,0.163389992
553,D,Flight,3,4,156,2,low,M,8,1145,1,0.742630455
554,F,Flight,2,3,257,4,medium,F,52,2073,1,0.739389184
555,A,Flight,5,4,250,3,low,F,11,3373,1,0.289335714
556,B,Flight,5,4,189,5,low,M,3,3301,1,0.643104075
557,C,Flight,3,3,255,2,high,M,7,3311,1,0.884528111
558,F,Flight,2,3,198,2,medium,M,28,3514,1,0.065104305
559,D,Flight,4,2,164,3,medium,M,15,1489,1,0.05799776
560,F,Flight,5,2,271,3,medium,M,32,3785,1,0.956762126
561,A,Flight,3,1,185,2,medium,F,34,3299,1,0.606075277
562,B,Flight,2,5,157,6,high,F,17,1764,1,0.455579771
563,C,Flight,3,2,137,2,medium,M,17,1673,1,0.967735073
564,F,Flight,3,3,229,3,low,M,14,2164,1,0.886167299
565,D,Flight,3,3,234,2,medium,F,39,2449,1,0.784384821
566,F,Ship,4,3,216,2,low,M,52,3578,1,0.046047442
567,A,Ship,3,1,163,4,low,F,20,1940,1,0.029953752
568,B,Ship,5,2,268,3,low,M,19,2526,1,0.503304225
569,C,Ship,3,3,205,5,medium,M,35,2988,1,0.541020738
570,F,Ship,4,5,265,2,medium,F,18,2969,1,0.068542043
571,D,Ship,2,2,236,3,medium,M,3,3416,1,0.052105042
572,F,Ship,4,1,132,3,low,M,63,1901,1,0.544405184
573,A,Ship,3,4,234,2,medium,M,46,3108,1,0.633539114
574,B,Ship,4,3,108,6,low,F,22,1745,1,0.168269734
575,C,Ship,4,2,276,2,low,M,54,3706,1,0.695507952
576,F,Ship,4,2,179,4,low,M,1,1063,1,0.602338972
577,D,Ship,4,1,230,3,medium,M,40,2225,1,0.822191544
578,F,Ship,3,2,210,3,medium,F,43,2096,1,0.094089883
579,A,Ship,3,2,173,3,low,F,15,,1,0.40524987
580,B,Ship,2,5,201,3,medium,F,29,3894,1,0.51329398
581,C,Ship,3,3,214,2,low,M,21,3342,1,0.711859757
582,F,Ship,4,2,216,2,medium,F,22,3024,1,0.621461383
583,D,Ship,2,5,144,3,medium,M,61,1313,1,0.81829432
584,F,Ship,5,5,182,3,medium,F,27,3039,1,0.072829182
585,A,Ship,3,3,163,2,medium,F,48,,1,0.37657348
586,B,Ship,3,3,234,3,medium,F,8,2334,1,0.715895551
587,C,Ship,3,2,158,3,high,F,59,1307,1,0.760897243
588,F,Ship,3,5,194,2,medium,M,4,3496,1,0.323768326
589,D,Ship,3,1,201,6,medium,F,3,2497,1,0.756225981
590,F,Ship,3,2,178,2,medium,F,59,1933,1,0.802885578
591,A,Ship,4,1,214,5,medium,M,51,2669,1,0.76091836
592,B,Ship,3,3,281,2,medium,M,55,3047,1,0.707797893
593,C,Ship,3,2,260,3,medium,F,2,2176,1,0.582958439
594,F,Ship,3,2,200,2,medium,F,46,,1,0.446476551
595,D,Ship,5,3,209,2,high,F,49,2581,1,0.043139494
596,F,Ship,3,1,185,3,low,M,61,3280,1,0.466551731
597,A,Ship,4,3,230,3,low,F,62,2236,1,0.807797001
598,B,Ship,3,4,134,3,medium,F,31,1540,1,0.298781889
599,C,Ship,4,5,270,2,low,F,34,2821,1,0.528868118
600,F,Ship,4,1,140,3,medium,F,1,1464,1,0.951988079
601,D,Ship,6,3,133,5,medium,M,32,1367,1,0.681906494
602,F,Ship,3,4,145,3,medium,M,44,1218,1,0.153984357
603,A,Ship,4,3,206,3,medium,M,58,2135,1,0.475268907
604,B,Ship,3,1,162,2,low,F,52,1125,1,0.595690678
605,C,Ship,4,3,187,2,low,F,58,3665,1,0.616366121
606,F,Ship,4,4,166,5,low,F,54,1203,1,0.57379171
607,D,Ship,4,5,178,3,low,F,48,1819,1,0.502963005
608,F,Ship,3,1,167,2,high,F,34,,1,0.438339462
609,A,Ship,4,4,224,3,high,M,60,3145,1,0.211220595
610,B,Ship,4,4,158,3,medium,M,11,1224,1,0.748692401
611,C,Ship,3,4,134,2,medium,M,43,1198,1,0.744759678
612,F,Ship,4,2,147,2,medium,F,20,1387,1,0.089062151
613,D,Ship,4,3,187,3,low,M,61,2207,1,0.685042853
614,F,Ship,4,5,247,2,medium,F,18,,1,0.353651842
615,A,Ship,5,4,182,4,high,M,20,2212,1,0.595434216
616,B,Ship,4,1,177,4,medium,F,33,1049,1,0.077272071
617,C,Ship,5,5,143,2,high,F,18,1066,1,0.09598994
618,F,Ship,5,3,245,2,medium,F,8,3231,1,0.738119531
619,D,Ship,4,1,133,4,medium,M,64,1834,1,0.189907162
620,F,Ship,3,5,224,2,low,M,13,3891,1,0.113783888
621,A,Ship,2,5,265,2,low,F,50,3859,1,0.978814176
622,B,Ship,4,1,138,2,low,M,28,1528,1,0.558444762
623,C,Ship,3,4,253,3,low,M,6,3788,1,0.022641876
624,F,Ship,4,1,165,3,medium,M,51,1293,1,0.761027862
625,D,Ship,4,3,265,3,low,F,65,3578,1,0.737877673
626,F,Ship,3,2,238,3,high,F,54,3142,1,0.095315955
627,A,Ship,5,2,236,3,low,F,51,3402,1,0.084145052
628,B,Ship,4,2,190,5,high,F,38,3022,1,0.887362147
629,C,Ship,6,1,104,4,medium,F,23,1442,1,0.867416723
630,F,Ship,4,5,245,2,low,F,19,2616,1,0.912972181
631,D,Ship,3,1,155,3,medium,F,27,1022,1,0.710039647
632,F,Ship,3,2,233,3,low,M,63,2143,1,0.002876149
633,A,Ship,4,3,171,4,low,F,55,1539,1,0.492804743
634,B,Ship,2,3,164,2,low,M,56,,1,0.351197195
635,C,Ship,3,1,141,3,low,M,6,1361,1,0.87786132
636,F,Ship,5,3,266,2,low,F,61,2118,1,0.977102089
637,D,Ship,3,4,192,2,low,F,56,3765,1,0.988367702
638,F,Ship,3,3,229,6,medium,F,61,2298,1,0.000387471
639,A,Ship,6,2,269,4,medium,M,38,3171,1,0.23438866
640,B,Ship,3,4,247,4,low,M,59,2939,1,0.238727846
641,C,Ship,4,4,157,2,low,F,2,1087,1,0.619478347
642,F,Ship,3,2,148,3,medium,F,64,1280,1,0.335192306
643,D,Ship,4,1,240,2,low,M,14,2437,1,0.980299024
644,F,Ship,4,3,197,4,medium,M,58,3617,1,0.678104155
645,A,Ship,6,4,121,5,low,M,23,1734,1,0.716949364
646,B,Ship,4,2,124,3,high,M,60,1107,1,0.203740394
647,C,Ship,4,2,153,3,medium,F,53,1185,1,0.720371624
648,F,Ship,5,2,105,4,high,M,1,,1,0.419403415
649,D,Ship,4,3,202,3,medium,M,2,3962,1,0.800782853
650,F,Ship,5,4,162,2,low,F,54,1635,1,0.909745222
651,A,Ship,3,4,164,3,medium,M,13,,1,0.412585453
652,B,Ship,3,2,231,4,medium,M,48,3370,1,0.551734467
653,C,Ship,5,2,209,4,medium,F,12,,1,0.386088839
654,F,Ship,3,1,157,2,high,M,19,1898,1,0.472119372
655,D,Ship,4,5,249,2,low,M,4,2725,1,0.780206332
656,F,Ship,2,3,264,2,low,F,63,2896,1,0.759696343
657,A,Ship,3,1,111,4,low,M,61,1844,1,0.016992893
658,B,Ship,3,1,242,3,medium,F,10,3606,1,0.935750953
659,C,Road,4,4,169,3,low,M,23,1058,1,0.523511473
660,F,Road,5,3,138,2,low,M,13,1056,1,0.522663057
661,D,Road,5,1,158,3,low,M,9,1483,1,0.602852078
662,F,Road,5,3,146,4,low,M,5,1718,1,0.981075823
663,A,Road,4,4,218,5,medium,F,36,2995,1,0.67603543
664,B,Road,3,2,178,2,medium,F,22,1247,1,0.203544068
665,C,Road,4,5,197,3,low,F,34,3784,1,0.051969941
666,F,Road,3,3,243,2,medium,M,17,3230,1,0.457572525
667,D,Road,5,2,254,4,high,M,37,2608,1,0.256953153
668,F,Road,3,1,237,4,low,M,33,2782,1,0.101744612
669,A,Road,5,1,179,3,low,F,62,1945,1,0.751395151
670,B,Road,3,2,189,3,medium,M,38,2108,1,0.750030284
671,C,Road,4,3,244,3,medium,M,1,3982,1,0.21760331
672,F,Road,3,3,266,2,medium,M,46,,1,0.40753869
673,D,Road,5,4,263,3,high,M,10,2538,1,0.873717434
674,F,Road,3,2,247,2,medium,M,39,3189,1,0.501038227
675,A,Road,4,5,202,3,low,F,6,2616,1,0.943182921
676,B,Road,4,4,227,3,medium,F,1,2761,1,0.311256717
677,C,Road,4,5,189,2,low,F,15,2457,1,0.977206611
678,F,Road,6,4,160,2,low,F,31,1689,1,0.736357854
679,D,Road,3,3,117,3,medium,M,56,1618,1,0.782789334
680,F,Road,3,1,202,2,high,M,52,2312,1,0.759527589
681,A,Flight,4,3,201,3,medium,F,54,2487,1,0.553139466
682,B,Flight,3,4,273,2,medium,F,39,2651,1,0.509944351
683,C,Flight,4,4,143,2,medium,M,58,1038,1,0.213419792
684,F,Flight,4,5,137,4,high,M,29,,1,0.384558807
685,D,Flight,5,5,236,3,high,M,34,3455,1,0.181490179
686,F,Flight,4,2,241,2,low,M,17,3844,1,0.056179245
687,A,Flight,4,2,187,2,low,F,6,3625,1,0.554083804
688,B,Flight,4,5,273,2,high,M,63,3516,1,0.330469384
689,C,Flight,5,2,170,3,low,M,15,1314,1,0.968220806
690,F,Flight,3,5,138,3,low,F,37,1266,1,0.302829284
691,D,Flight,5,4,150,2,low,M,60,1034,1,0.231915604
692,F,Flight,5,5,140,3,high,F,42,1384,1,0.532381696
693,A,Flight,4,1,250,2,low,M,17,,1,0.40118504
694,B,Flight,3,3,207,7,medium,M,19,2182,1,0.801696587
695,C,Flight,4,4,214,3,low,M,36,2684,1,0.644109758
696,F,Flight,4,1,179,3,low,M,63,1215,1,0.646872146
697,D,Flight,5,1,149,4,medium,F,20,1110,1,0.514736994
698,F,Flight,3,5,151,2,low,F,16,1422,1,0.313359133
699,A,Flight,4,3,264,3,medium,M,23,2376,1,0.6185171
700,B,Flight,6,5,113,3,high,M,31,1037,1,0.735254016
701,C,Flight,6,1,281,3,medium,F,36,2536,1,0.10923078
702,F,Flight,4,2,197,7,medium,M,43,3730,1,0.773363636
703,D,Ship,3,4,265,8,low,F,35,3299,1,0.989832666
704,F,Ship,4,2,259,3,low,F,47,3764,1,0.133399541
705,A,Ship,5,1,200,8,low,F,18,3806,1,0.870410044
706,B,Ship,2,4,111,2,high,M,60,1787,1,0.572307196
707,C,Ship,3,5,223,3,medium,M,53,3670,1,0.214192159
708,F,Ship,3,3,241,3,low,M,5,2713,1,0.88720661
709,D,Ship,4,1,139,3,low,F,25,1152,1,0.236085071
710,F,Ship,7,1,192,3,low,M,38,1372,1,0.243670317
711,A,Ship,3,4,117,3,medium,M,23,1527,1,0.69493706
712,B,Ship,3,1,202,2,high,F,21,3120,1,0.108264011
713,C,Ship,4,2,201,3,medium,F,39,2066,1,0.861999945
714,F,Ship,3,3,273,2,medium,F,16,2466,1,0.555010948
715,D,Ship,4,3,143,2,medium,F,64,1910,1,0.70522247
716,F,Ship,4,1,137,4,high,M,15,1391,1,0.068611606
717,A,Ship,5,3,236,3,high,F,47,3519,1,0.102145277
718,B,Ship,4,1,241,2,low,F,39,2935,1,0.154359364
719,C,Ship,4,5,187,2,low,M,44,3218,1,0.621580088
720,F,Ship,4,3,273,2,high,M,43,,1,0.415930506
721,D,Ship,5,3,170,3,low,F,12,1018,1,0.055707103
722,F,Ship,3,4,138,3,low,F,54,1648,1,0.748325485
723,A,Ship,5,3,150,2,low,M,2,1682,1,0.952027565
724,B,Ship,5,4,140,3,high,F,56,1332,1,0.632584202
725,C,Ship,4,3,250,2,low,F,46,2878,1,0.463962822
726,F,Ship,3,4,207,7,medium,F,46,2670,1,0.257472194
727,D,Ship,4,2,214,3,low,F,18,2574,1,0.697521059
728,F,Ship,4,3,179,3,low,M,45,1903,1,0.616003153
729,A,Ship,5,2,149,4,medium,M,48,1068,1,0.994694474
730,B,Ship,3,1,151,2,low,F,4,1748,1,0.53082947
731,C,Ship,4,5,264,3,medium,M,16,2245,1,0.868479911
732,F,Ship,6,5,113,3,high,F,35,1402,1,0.532295585
733,D,Ship,6,3,281,3,medium,M,11,2135,1,0.018514316
734,F,Ship,4,4,197,7,medium,F,22,2065,1,0.336601481
735,A,Ship,3,4,265,8,low,M,2,3622,1,0.200025117
736,B,Ship,4,1,259,3,low,M,39,2427,1,0.13010777
737,C,Ship,5,3,200,8,low,F,9,2741,1,0.06477489
738,F,Ship,2,1,111,2,high,F,10,1920,1,0.859832685
739,D,Ship,3,2,223,3,medium,F,6,2127,1,0.342844738
740,F,Ship,3,2,241,3,low,M,22,,1,0.362153544
741,A,Ship,4,5,139,3,low,F,65,1277,1,0.861834735
742,B,Ship,7,4,192,3,low,F,33,1694,1,0.8097408
743,C,Ship,3,5,180,4,medium,F,59,1481,1,0.024665936
744,F,Ship,3,3,153,5,low,M,35,1089,1,0.339261395
745,D,Ship,2,4,280,4,low,M,48,1463,1,0.304405784
746,F,Ship,7,5,243,5,medium,M,28,1100,1,0.056332622
747,A,Ship,3,4,214,2,low,M,50,3881,1,0.154595067
748,B,Ship,4,4,177,2,low,M,6,1112,1,0.529685324
749,C,Ship,3,2,182,3,medium,F,39,3828,1,0.667129433
750,F,Ship,4,5,185,3,medium,M,17,2824,1,0.259396655
751,D,Ship,3,3,143,3,medium,M,23,,1,0.44392681
752,F,Ship,3,3,162,3,medium,M,7,1901,1,0.801179474
753,A,Ship,3,1,171,2,low,M,34,1999,1,0.163032139
754,B,Ship,5,1,227,3,low,F,14,2589,1,0.981289121
755,C,Ship,3,5,205,6,low,F,25,,1,0.4184356
756,F,Ship,3,5,258,3,low,M,17,3033,1,0.115263019
757,D,Ship,4,5,195,5,medium,F,10,3537,1,0.920792113
758,F,Ship,4,1,224,2,low,M,8,3638,1,0.2493898
759,A,Ship,2,5,192,6,low,F,41,,1,0.415543741
760,B,Ship,3,3,202,3,medium,F,35,3986,1,0.72274658
761,C,Ship,5,3,235,2,medium,F,12,3358,1,0.4803884
762,F,Ship,3,4,218,3,low,M,22,3818,1,0.655272241
763,D,Ship,6,5,176,4,medium,M,31,1262,1,0.304368383
764,F,Ship,3,3,221,2,medium,F,26,,1,0.356441106
765,A,Ship,3,4,157,3,low,F,32,1370,1,0.754733018
766,B,Ship,4,2,259,4,low,F,13,2495,1,0.905376774
767,C,Ship,2,1,249,3,low,M,11,2534,1,0.838486281
768,F,Ship,4,1,263,5,low,F,62,2292,1,0.490099366
769,D,Ship,4,3,141,3,low,F,2,1915,1,0.282845649
770,F,Ship,4,1,114,3,medium,F,9,,1,0.448467827
771,A,Ship,3,4,179,4,low,F,44,1004,1,0.012914945
772,B,Ship,4,3,179,3,medium,M,40,1584,1,0.789837405
773,C,Ship,3,5,193,3,low,F,47,3523,1,0.269878009
774,F,Ship,3,2,137,3,medium,F,23,1246,1,0.707782881
775,D,Ship,3,5,110,3,low,M,55,1875,1,0.504023
776,F,Ship,3,1,270,3,medium,F,61,3582,1,0.500996442
777,A,Ship,5,1,175,3,medium,F,64,1110,1,0.508316051
778,B,Ship,5,1,234,2,low,M,12,2372,1,0.918599778
779,C,Ship,2,4,177,3,medium,M,48,1113,1,0.799189444
780,F,Ship,3,4,153,2,low,F,24,1442,1,0.930340556
781,D,Ship,4,5,252,3,low,M,16,2332,1,0.028456868
782,F,Ship,2,4,122,2,low,F,32,1213,1,0.04979521
783,A,Ship,4,5,215,2,medium,F,34,2258,1,0.309686961
784,B,Ship,3,3,140,4,low,F,47,1207,1,0.685726537
785,C,Ship,3,1,209,2,low,M,43,2237,1,0.582804953
786,F,Ship,2,3,144,3,high,M,40,1500,1,0.990452083
787,D,Ship,4,2,210,3,low,M,16,2046,1,0.466166622
788,F,Ship,5,1,160,3,medium,F,22,1693,1,0.606919646
789,A,Ship,5,4,134,2,low,F,20,1549,1,0.000871375
790,B,Ship,3,2,138,3,medium,F,34,1159,1,0.145630644
791,C,Ship,4,3,200,2,medium,M,65,3485,1,0.684566732
792,F,Ship,5,4,133,2,medium,M,30,,1,0.44361503
793,D,Ship,2,4,121,5,low,M,32,1788,1,0.264815971
794,F,Ship,4,3,257,3,medium,M,5,2489,1,0.597430478
795,A,Ship,4,5,255,4,low,M,14,3099,1,0.161927721
796,B,Road,4,1,158,3,low,F,32,1061,1,0.074066427
797,C,Road,4,4,248,4,low,F,49,2322,1,0.858527945
798,F,Road,2,3,194,4,medium,M,65,3795,1,0.517350413
799,D,Road,4,3,184,3,medium,F,19,2774,1,0.783517251
800,F,Road,5,5,249,4,medium,F,38,2797,1,0.695855713
801,A,Road,5,5,170,2,medium,F,36,1278,1,0.897203176
802,B,Road,3,4,261,2,medium,F,1,3398,1,0.185802017
803,C,Road,3,2,262,2,low,F,26,2370,1,0.311070175
804,F,Road,4,4,224,3,medium,M,9,2952,1,0.199078204
805,D,Road,3,4,130,2,medium,F,42,1213,1,0.874701135
806,F,Road,4,1,133,3,low,M,57,1379,1,0.937149045
807,A,Road,3,1,145,4,low,F,58,1751,1,0.936452708
808,B,Road,2,4,136,6,low,F,53,1213,1,0.654165953
809,C,Road,4,5,163,5,low,M,24,,1,0.358944857
810,F,Road,3,3,183,3,low,F,45,2181,1,0.916383951
811,D,Road,5,3,216,3,medium,F,1,2434,1,0.922232926
812,F,Road,4,1,182,3,medium,M,28,2005,1,0.576862933
813,A,Road,4,5,191,3,low,F,19,,1,0.365278888
814,B,Road,3,2,140,2,high,F,7,1401,1,0.479750567
815,C,Road,4,4,161,3,high,F,59,1165,1,0.756920624
816,F,Road,4,2,200,4,low,M,43,2747,1,0.049548883
817,D,Road,4,1,176,3,medium,F,36,1891,1,0.052741504
818,F,Flight,5,2,247,3,low,M,32,3645,1,0.557166217
819,A,Flight,3,4,262,2,low,M,15,3287,1,0.844489399
820,B,Flight,4,5,154,2,low,F,49,1532,1,0.063022534
821,C,Flight,3,1,186,3,medium,F,11,3800,1,0.909042818
822,F,Flight,2,1,98,3,low,F,29,1806,1,0.289208972
823,D,Flight,3,3,268,3,low,F,33,,1,0.383136547
824,F,Flight,5,3,178,2,medium,F,60,1830,1,0.563506159
825,A,Flight,3,1,142,2,high,M,18,1428,1,0.747056182
826,B,Flight,4,5,160,3,low,M,33,,1,0.446662879
827,C,Flight,5,2,232,2,medium,M,24,2174,1,0.179451079
828,F,Flight,4,2,209,2,low,F,23,2533,1,0.119040738
829,D,Flight,4,2,230,3,medium,M,33,3602,1,0.883411136
830,F,Flight,5,4,223,3,low,F,40,2074,1,0.460255581
831,A,Flight,4,4,201,3,high,F,7,2644,1,0.981409111
832,B,Flight,3,5,224,3,medium,F,20,2937,1,0.683216649
833,C,Flight,2,3,251,3,low,F,2,3351,1,0.924271745
834,F,Flight,3,4,145,6,medium,M,57,1949,1,0.250713604
835,D,Flight,5,4,271,3,medium,F,16,2563,1,0.855266212
836,F,Flight,3,5,218,4,medium,M,60,3048,1,0.998542289
837,A,Flight,3,4,229,2,low,M,51,2628,1,0.267698069
838,B,Flight,5,2,278,2,low,F,17,2493,1,0.750827851
